Input,Predicted,Actual
yes1 i1 really2 did2 not2 care2 for2 the2 third2 one2 i2 never2 seen2 it2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> .","yes1 mai1 really2 care2 nahi1 karti1 third2 one2 ke1 baare1 me1 , maine1 wo1 kabhi1 dekhi1 nahi1"
What2 is2 it2 about2 ?,"<unk> , hai1 hai1",yah1 kis1 baare1 mein1 hai1 ?
This2 movie2 has2 something2 for2 everyone2 ! I2 highly2 recommend2 it2 :)2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",is2 movie2 mein1 tho1 sab1 hein1 . mein1 tho1 yeh1 recommend2 jarur1 karunga1
improv2 doesn't2 suit2 me1,"mujhe1 , hai1 <unk> hai1",improv1 mujhpar1 jamta1 nahi1
Wolf2 of2 Wall2 street2 is2 pretty2 famous2 in2 the2 US2 .,"muje1 , <unk> <unk> <unk> <unk> hai1",VULPH2 OPH2 VOL1 SADAK1 AMERIKA1 MEIN1 BAHUT1 PRASIDDH1 HAI1 .
It's2 hard2 to2 believe2 this2 is2 Disney's2 53rd2 animated2 feature2 film2 ! I'd2 find2 it2 difficult2 to2 even2 name2 that2 many2 Disney2 animated2 features2 !,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",muje1 yakin1 hi1 nahi1 hota1 ki1 yeh1 Disney1 ka2 53rd2 animated2 feature2 film2 hein1 ! muje1 kahi1 Disney2 animated2 features2 toh2 yaad1 hi1 nahi1 hein1
they2 get2 kill2 at2 the2 movies2 after2 bruce2 wants2 to2 leave2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","ve2 films2 mein1 maarana1 chhod1 dete1 hain1 , jab1 broos1 kill1 karna1 nahi1 chahta1 hain1"
I2 agree2 . John2 Goodman2 was2 a2 great2 choice2 for2 Sulley2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","mein1 maantha1 hoon1 , john1 goodman2 ache2 choice2 hei2 sulley1 keliye1"
REALLY1,<unk>,VAASTAV1 ME1
Whose2 journey2 did2 you2 find2 most2 compelling2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",aapane1 kisakee1 yaatra1 ko1 sabase1 adhik1 sammohak1 paaya1 ?
That's2 what2 I'm2 doing2 in2 the2 fall2 ! I'm2 really2 looking2 forward2 to2 camping2 there2 !,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Wahee1 to1 main1 kar1 rahaa1 hoon1 is2 fall2 mein1 ! Main1 to1 intezar1 kar1 raha1 hoon1 wahaan1 camping1 ka1 !
I2 wasn't2 aware2 that2 there2 were2 so2 many2 different2 types2 of2 sharks2 so2 near2 to2 the2 shore2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mujhe1 pata1 nahin1 tha1 ki1 kinaare1 ke1 paas1 itane1 saare1 different2 type2 ke1 sharks2 the2 .
Yeah1 that's2 very2 true2 . I2 would2 love2 it2 if2 someday2 we2 could2 really2 have2 virtual2 reality2 like2 that2 . It2 would2 be2 so2 much2 fun2 to2 be2 able2 to2 really2 feel2 like2 you're2 a2 super1 hero1 !,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",haan1 voh1 tho1 sach1 hein1 ... ab1 tho1 nahi1 lekin1 jarur1 yek1 din1 muje1 pasand1 aayaga1 .. super1 hero1 ke1 tarah1 feel1 karna1 tho1 fun1 hein1
oh1 wow1,<unk>,oh1 wow1
You2 definitely2 need2 surround2 sound2 .,"mujhe1 , hai1 <unk> hai1",tumko1 surround2 sound2 ki1 bahut1 jayada1 jarurat1 hai1 .
Is1 the2 movie2 in2 theaters2,"mujhe1 , hai1 <unk> hai1",kya1 ye1 movie2 theaters2 me1 hai1
"I2 feel2 like2 they2 dont2 make2 movies2 like2 that2 anymore2 , like2 action2 movies2","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Mujhe1 lagta1 hain1 woh1 ab1 iski1 tarah1 do1 not2 make2 movies2 anymore2 , like2 action2 movies2 ."
Have2 you2 seen2 it2 ?,"<unk> , hai1 hai1",kya1 tumne1 isko1 dekha1 hai1 ?
it2 ' s2 historical2 political2 thriller2 ...,"mujhe1 , hai1 <unk> hai1",yah1 yek1 rajnaitk1 thriller2 hai1
You2 add2 something2 more2 to2 the2 movie2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",AAP1 MOVIE1 PAR1 KUCH1 AUR1 KAAM1 KAR1 SAKTHE1 HO1
"I2 like2 all2 the2 small2 details2 in2 the2 movie2 , and2 how2 gru2 evolves2 over2 time2","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Mujhe1 movie1 ki1 har1 chhoti1 details1 achhi1 lagi1 , aur1 kaise1 time1 ke1 saath1 gru1 evolves2 ."
I2 generally2 like2 to2 see2 movies2 that2 are2 so2 popular2 among2 my2 friends2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Mujhe1 generally1 wo2 movie2 pasand1 hai1 jo1 mere1 friends2 mei1 popular2 hi1
Thefacebook2 is2 just2 rotten2 . It2 seems2 like2 Zuckerberg2 really2 shafted2 everyone2 else2 in2 the2 situation2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Thefacebook2 to1 bilkul1 bekaar1 hai1 . Aisa1 lagta1 hai1 Zuckerberg2 ne2 sahi1 me1 dusre1 logo1 ki1 leli1
so2 he2 find2 he2 whoever2 did2 that2,"muje1 , hai1 <unk> <unk> <unk> hai1 .",TOA1 WAH1 DHOOND1 LEGA1 WUH1 KISNE1 KIYA1 HAI1
"He2 played2 Gobber2 the2 Belch2 , who2 was2 the2 training2 masters2 of2 the2 young2 warriors2","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","unhonne1 gobar1 da2 belch2 kee1 bhoomika1 nibhaee1 , jo1 yuva1 yoddhaon1 ke1 prashikshan1 ke1 svaamee1 the1"
What2 was2 the2 name2 of2 the2 Pan-American2 airline2 pilot2 ?,"<unk> , hai1 hai1",Pan-American2 airline2 ke2 pilot2 ka1 naam1 kya1 tha1 ?
It's2 a2 sci-fi2 movie2 and2 i2 don't2 typically2 watch2 those2,"muje1 , hai1 <unk> <unk> <unk> hai1 <unk> .",yah2 sci-fi2 moivehai2 mai1 eashi1 movi2 pasand1 nahi1 karta1
The2 critics2 also2 advise2 to2 put2 aside2 any2 literary2 agenda2 to2 best2 enjoy2 the2 movie2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","critics2 ne1 bhi1 use1 advice2 kiya1 , ussed2 literary2 agenda2 ko1 side1 rakhar1 , us1 movie1 ka1 best2 enjoy2 karo1"
I2 am2 looking2 forward2 to2 adding2 it2 to2 my2 list2 of2 movies2 to2 watch2 .,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mai1 is1 movie1 ko1 apni1 dekhi1 jaane1 wali1 list1 me2 add1 karne1 ke1 baare1 soch1 raha1 hu1 .
no2 please2 tell1 me2 a2 little2 bit2 about2 it2,"mujhe1 , hai1 <unk> hai1 hai1","Nahi1 , Mujhe1 uske1 bareme1 thoda1 aur1 bataiye1"
"I2 hope2 that2 Morgan2 Freeman2 is2 actually2 G-d2 in2 reality2 , if2 there2 is2 one2 .","muje1 , hai1 <unk> <unk> hai1 hai1","Mujhe1 lagta1 hai1 Morgan2 Freeman2 sach1 mein1 ek1 G-d1 hai1 , agar1 wahan1 hai1 to1 ."
Probably2 helps2 that2 he2 was2 young2 . You're2 braver2 and2 more2 confident2 at2 that2 age2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",probably2 yeh1 tho1 young1 hein1 .. aap1 tho1 braver2 aur1 jyada1 confident1 hon2 in2 age2 mein1 bhi1
just2 recently2 for2 the2 first2 time2,"haan1 , hai1 <unk> hai1",recently2 pehli1 baar1 k1 liye1
And2 the2 budget2 was2 190 mil1 . $,"muje1 , <unk> <unk> <unk> <unk> hai1",BUDGET1 THO2 190MILLION2 $ THA2
"I2 agree2 . I2 think2 the2 email2 system2 was2 less2 personal2 than2 how2 God2 would2 actually2 answer2 prayers2 in2 reality2 . However2 , at2 that2 point2 I'm2 sure2 he2 was2 overwhelmed2 . How2 would2 you2 answer2 everyone's2 prayers2 if2 you2 had2 to2 be2 God2 ?","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","haan1 ,... ab1 sabhi1 update1 hogaye1 tho1 kyon1 God1 bhi1 apne1 email1 system2 se1 kyon1 nahi1 chaleye1 ... however2 , voh2 tho1 badi2 overwhelmed2 they2 .. kya1 voh1 saari1 prayers2 sunthe2 , jaise1 God1 ke1 tarah1 ?"
I2 tend2 to2 agree2 .,"mujhe1 , hai1 <unk> hai1",mein1 bhi1 agree1 karunga1
He2 also2 killed2 the2 dad2 because2 the2 dad2 was2 mad2 that2 his2 son2 died2 and2 tried2 to2 kill2 him2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Esne1 apne1 papa1 ko1 mara1 hai1 kyoki1 pana1 pagal1 the1 wo1 soch1 rahe1 the1 ki1 beta1 unko1 mar1 dega1 .
That2 was2 a2 plot2 detail2 I2 definitely2 missed2 . Must1 have2 been2 an2 early2 scene2 in2 the2 movie2 .,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",voh1 plot2 detail2 tho1 mein2 definitely2 missed2 karunga1 .. is1 movie2 mein2 early2 scene2 honge1
She2 is2 his2 pats2 lover2 and2 tom's2 wife2 - joel2 edgerton2,"<unk> , hai1",voh1 uska1 pats1 lover1 thi1 aur1 toms2 ka2 wife2 - joel2 edgerton2
it2 was2 a2 good2 movie2 though2,"mujhe1 , hai1 hai1",yaddhyapi1 yah1 good2 movie2 thi1 .
I2 believe2 it2 . I2 remember2 reading2 about2 the2 lawsuits2 when2 they2 were2 filed2 . I2 think2 they2 have2 great2 lawyers2 to2 protect2 themselves2 though2 ...,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mujhe1 yaqeen1 hai1 . mujhe1 yaad1 hai1 maine1 padha1 tha1 jub2 lawsuits2 file2 hue1 thay1 . mere1 khayal1 se1 unke1 pass1 khud1 ko1 bachanay1 ache2 lawyers2 hai1
# firstworldproblems2,<unk>,# firstworldproblems2
Cumberbach2 does2 a2 great2 job2 acting2 .,"muje1 , <unk> <unk> <unk> hai1",kamal1 ki1 acting1 ki1 hai1 Cumberbach2 ne2 .
Probably2 could2 become2 POTUS2 these2 days2 .,"mujhe1 , hai1 <unk> hai1",probably2 voh1 POTUs1 ban1 jaathe1 hein1
Michael2 Caine2 must2 be2 Alfred2 . I2 can't2 see2 him2 playing2 anyone2 else2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Michael2 Caine2 jarur2 Alfred2 hoga1 . Mai1 use1 koi1 aur1 role2 play2 karte1 dekh1 hi1 nahi1 sakta1 .
The2 movie2 tries2 to2 stop2 the2 war2 not2 be2 in2 it2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",movies1 mai1 war1 rokne1 ke1 bare1 mai1
I2 just2 remember2 my2 niece's2 birthday2 . Must've2 heard2 that2 song2 200 times2 ... in2 a2 row2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mujhe1 bas1 apanee1 bhateejee1 ka1 janmadin1 yaad1 hai1 . ek1 pankti1 mein1 200 baar1 us1 geet1 ko1 suna1 hoga1
This2 Real2 Steel2 movie2 has2 Hugh2 Jackman2 in2 it2 . He's2 not2 b1 ad1 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",real2 steel2 movie2 mei2 Hugh2 Jackman2 hai1 . Vah1 bura1 nahi1 hai1 .
Who2 is2 the2 director2 ?,"<unk> , hai1 hai1",Director1 kaun1 hai1 ?
"The2 actors2 are2 really2 great2 and2 you2 probably2 know2 all2 of2 them2 . Ben2 Affleck2 , Henry2 Cavill2 , Amy2 Adams2 , and2 Jesse2 Eisenberg2 to2 name2 a2 few2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Actors2 sahi2 me1 acche1 hai1 aur1 tum1 probably1 sabhi1 ko1 jaante1 ho1 . Unme1 se1 kuch1 Ben2 Affleck2 , Henry2 Cavill2 , Amy2 Adams2 , and2 Jesse2 Eisenberg2 hai2"
oh1 goodness1,"<unk> ,",oh1 goodness1
Yes1 ..,<unk>,haan1 ..
Who2 else2 is2 in2 the2 movie2 ?,"muje1 , hai1 hai1 hai1",AUR1 KON1 HEIN1 IS1 MOVIE1 MEIN1
First2 movie2 looks2 more2 like2 a2 documentary2 / war2,"muje1 , hai1 <unk> <unk> hai1 hai1 hai1",Pehli1 movie1 bahut1 had1 tak2 documentary2 / war2 jaisi1 pratit1 hui1
I2 guess2 that2 time2 has2 passed2 . Nowadays2 most2 of2 the2 trade2 is2 digital2 I2 guess2 .,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","muje1 lagtha1 , time2 tho1 chala1 gaya1 .. aajkal1 tho1 trade2 hi1 digital1 huva1"
the2 bit2 at2 the2 end2 that2 showed2 what2 could2 have2 been2 actually2 made2 me1 sad1,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","end2 me1 jo1 dikhaya1 tha1 , wah1 mujhe1 actually1 kafi1 sad1 kar1 sakta1 tha1"
Tuberculosis2 .,<unk>,Tuberculosis2 .
It2 was2 about2 a2 failed2 attack2 where2 British2 and2 Candian2 soldiers2 were2 trapped2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","ye1 ek1 haari1 huye1 akraman1 ke1 bare1 maim1 hai1 , jaham1 british1 aur1 candian1 sipahi1 fus1 gaye1 the1"
Have2 you2 seen2 Gaslight2 ?,"<unk> , hai1 hai1",kya1 tumne1 Gaslight1 dekhi1 hai1 ?
Which2 dragon2 was2 your2 favorite2 ?,"haan1 , hai1 hai1 hai1",Konsa1 dragon2 aap1 ka1 pasandida1 hai1 ?
are2 there2 other2 marvel2 characters2 in2 the2 movie2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",koyi1 marvel2 characters2 hi2 kya1 movie2 me2 ?
There2 were2 a2 lot2 of2 suspenseful2 moments2 in2 the2 movie2,"mujhe1 , hai1 <unk> hai1 hai1",Movie2 mein1 bohot1 saare1 suspense1 wale2 moments2 the2 .
"Interesting2 , I2 think2 I2 will2 give2 the2 movie2 a2 chance2 and2 watch2 it1 , It2 seems2 worth2 my2 while2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Yeh1 to1 interesting2 hai1 , mujhe1 lagta1 hai1 ki1 mein1 ye1 movie1 dekhoonga1 , yeh1 mere1 time1 ke1 liye1 worth2 hai1"
so2 this2 movie2 is2 more2 about2 the2 villan2,"muje1 , hai1 <unk> hai1 hai1 hai1",Toh1 yeh1 movie1 zyadaya1 villan1 ke1 baare1 mein1 hai1
you2 too1,<unk>,Tumhe1 bhi1
hello1,hello1,hello1
Is1 it2 similar2 to2 the2 book2 ?,"mujhe1 , hai1 hai1 hai1",kya1 yeh1 book1 ka2 similar2 hein2
"I2 don't2 much2 care2 for2 review2 sites2 , I2 would2 rather2 watch2 a2 movie2 and2 judge2 it2 myself2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","main2 saiton1 kee1 sameeksha1 karane1 ke1 lie1 bahut1 paravaah1 nahin1 karata1 , main1 ek1 philm1 dekhoonga1 aur1 ise1 khud1 jaj1 karoonga1 ."
It2 seems2 so2 silly2 which2 makes2 it2 funny2,"muje1 , <unk> <unk> <unk> <unk> hai1",yeh1 tho1 silly2 hein1 yar1 .. tho1 kya1 aapko1 funny1 laga1
Does2 it2 mention2 how2 accurate2 the2 movie2 is2 as2 opposed2 to2 real-life2 events2 ; that's2 why2 I2 was2 asking2 if2 it2 was2 biographical2 as2 opposed2 to2 simply2 historical2 ?,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",kya1 yah1 ullekh1 karata1 hai1 philm1 vaastavik1 jeevan1 kee1 ghatanaon1 ke1 vipareet1 kitanee1 sahee1 hai1 ; isalie1 main1 poochh1 raha1 tha1 yadi1 yah1 keval1 aitihaasik1 ke1 vipareet1 jeevanee1 thee1 ?
And2 when2 he2 tries2 to2 be2 a2 pilot2,"muje1 , <unk> <unk> <unk> <unk> hai1 <unk>",aur1 jab1 voh1 pilot1 ko1 bhi1 trie2 kar1 raha1 tha1
i1 love1 action2 movies2,"<unk> , hai1 hai1",Mujhe1 action2 films2 pasand2 hain1 .
No1 I1 can't1 haha1,"<unk> , hai1 hai1","No1 , mai1 nahi1 kar1 sakta1 haha1"
"I2 think2 also2 where2 it2 is2 a2 movie2 about2 a2 mathematician2 , it2 kind2 of2 helps2 to2 add2 in2 some2 plot2 elements2 . I2 think2 this2 is2 unusual2 though2 as2 his2 life2 was2 so2 interesting2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","I2 think2 also2 yah1 movie1 ek2 mathematician2 ke1 baare1 men1 hai1 , plot1 me1 thode1 elements2 dalna2 helpful2 hai1 . par1 mujhe1 ye1 unusual2 laga1 kyonki1 uski1 life1 to2 waise1 hi1 itni1 interesting2 hai1 ."
I2 liked2 this2 scene2 on2 the2 top2 of2 the2 Stark2 Industries2 building2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",mujhe1 yeh1 scene1 on2 the2 top2 jyada1 pasand1 aayi1 stark2 industries2 building2 se1
"Yes1 , it2 sounds2 like2 quite2 a2 story2","muje1 , hai1 <unk> <unk> hai1 hai1","haan1 , muje1 bhi1 is1 tarah1 ka1 story1 hi1 lag1 raha1 hein1"
Maybe2 because2 i2 don't2 fancy2 them2,"muje1 , <unk> <unk> <unk> hai1",Shayad1 because1 me1 use2 fancy2 nahi1 krta1
Looks2 like2 this2 movie2 is2 pretty2 heavily2 based2 on2 cartoon2 fraternities2 .,"muje1 , hai1 <unk> <unk> <unk> <unk> hai1 <unk> .",lagtha1 hein1 ki1 movie2 thoda2 heavily2 cartoon2 fraternities2 hoga2
Do1 you1 know2 if2 it2 won2 any2 major2 awards2 ?,"muje1 , hai1 <unk> <unk> <unk> hai1 hai1 hai1 .",Kya1 tumhe1 pata1 hai1 agar1 usne1 koi1 major2 awards2 jeete1 ?
It2 was2 written2 by2 Peter2 Benchley2 .,"muje1 , <unk> <unk> <unk> hai1",Ye1 Peter2 Benchley2 write2 ki1 thi1 .
would2 you2 like2 to2 hear2 a2 bit2 about2 the2 plot2,"muje1 , hai1 <unk> hai1 <unk> hai1 hai1",aur1 kuch1 plot1 ke1 baare1 mein1 sunna1 chayenge1
"He2 founded2 the2 biggest2 social2 network2 the2 world2 has2 ever2 seen2 , but2 he2 seems2 like2 a2 person2 who2 people2 hate2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Usne1 duniya1 ka1 sabse1 bada1 social2 network2 banaya1 but1 wo1 ek1 aisa1 aadmi1 lagta1 hai1 jise1 log1 hate1 karte1 hai1
Do1 you2 think2 Ben2 Affleck2 makes2 a2 good2 Batman2 ?,"muje1 , hai1 <unk> <unk> <unk> hai1 hai1 hai1 .",Kya1 tumhe1 agta1 hau1 Ben2 Affleck2 acha2 Batman2 lagta1 hai1 ?
do1 you2 like2 animation2 movies2 ?,"muje1 , hai1 hai1 hai1",kya1 aapako1 nimation2 movies2 pasand1 hain1 ?
Anyways2 sounds2 like2 a2 trash2 movie2,"mujhe1 , hai1 <unk> hai1","anyways2 , yeh1 trash1 movies2 hein1"
"That2 is2 certainly2 interesting2 to2 know2 . I2 always2 wondered2 about2 it2 myself2 . Apparently2 , Saverin2 was2 the2 only2 consultant2 with2 any2 true2 to2 life2 information2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Ye1 janna1 jarur1 interesting2 hai1 . Main1 hamesha1 is1 bare2 me1 sochta1 tha1 . Apparently2 , Saverin2 akela2 consultant2 tha2 jiske1 paas1 koi1 true2 to2 life2 information2 thi2 ."
i2 also2 think2 this2 movie2 has2 kind2 of2 served2 as2 a2 template2 for2 newer2 super2 hero2 movies2,"muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",Mujhe1 yah1 bhee1 lagata1 hai1 ki1 iss1 movie2 ne1 nae1 superhero2 movie1 ke1 lie1 ek1 tempalet1 ke1 roop1 mein1 seva1 kee1 hai1
He2 kept2 saying2 that2 the2 shrinking2 would2 wear2 off2,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",voh1 bol1 raha1 tha1 ki1 are1 voh1 tho1 shrink2 ho1 ja1 raha1 hein1
"So1 , what2 else2 did2 you2 like2 ?","muje1 , hai1 <unk> hai1 hai1","to1 , aapako1 aur1 kya1 pasand1 aaya1 ?"
"Marvel2 put2 the2 project2 into2 production2 as2 its2 first2 self-financed2 film2 , with2 20th2 Century2 Fox2 as2 its2 distributor2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","marvel2 ne2 tho1 is2 project2 ka2 production1 pehla1 self2 financed2 film2 me1 daala1 , jo1 20th2 century2 fox2 ki2 distributor2 tha2"
No2 that2 is2 not2 the2 case2 however2 he2 is2 manipulated2 into2 helping2 . By2 the2 way2 did2 I2 mention2 this2 is2 going2 to2 be2 the2 first2 time2 batman2 and2 superman2 are2 in2 a2 movie2 together2 ?,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","Nahi1 , waise1 nahi1 hota1 hai1 but1 wo2 use2 help2 karne1 me1 manipulate2 ho1 jata1 hai1 . By2 the2 way1 kya1 maine1 mention1 kiya1 ye1 pahli1 movie1 hai1 jisme1 batman1 aur1 superman1 saath1 me1 hai1 ?"
have2 you2 heard2 any2 reviews2 of2 it2 ?,"muje1 , hai1 <unk> hai1 hai1",Kya1 tumne1 uske1 koi1 review2 sune2 hai1 .
And2 what2 do2 they2 know2 about2 science2 ?,"muje1 , hai1 <unk> hai1 hai1 hai1",aur1 ve1 vigyaan1 ke1 baare1 mein1 kya1 jaanate1 hain1 ?
"Yeah1 , it2 is2 . And2 expensive2 !","muje1 , <unk> <unk> <unk> <unk> hai1",sahi1 hai1 . bahut1 mahanga1 hai1
"I2 did2 when2 it2 came2 out2 years2 ago2 , just2 never2 thought2 to2 look2 at2 the2 voice2 acting2 .","muje1 , hai1 <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","mene1 kiya1 jab1 ye1 kuch1 saal1 pahale1 aa1 gai1 thi1 , mene1 nahi1 socha1 tha1 ki2 voice2 acting1 hogi1 ."
Yeah2 it's2 so2 crazy1 haha1 . makes1 you2 feel2 old2,"muje1 , hai1 <unk> <unk> <unk> hai1 <unk> hai1 .",Haan1 ye1 bahut1 crazy1 hai1 . khud1 ko1 old2 feel2 hota1 hai1
"To1 be2 honest2 , I2 find2 shark2 movies2 to2 be2 terrifying2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","sach1 kahoon1 , to1 mujhe1 shaark1 philmen1 bhayaanak1 lagatee1 hain1 ."
IT1 IS1 BASED1 ON2 DC2 COMISC2 . THE1 DISTRIBUTED1 BY1 WAMER2 BROS2 . PICTURES1,"muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>",yah1 dc2 comic2 par2 aadharit1 hai1 . wamer2 bros2 pictures2 ne2 vitarit1 kiya1 hai1
"yeah1 , it2 really2 is2 . i1 have2 liked2 almost2 all2 of2 nolans2 movies2 .","muje1 , <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk> <unk>","yes1 , yah1 really1 hai1 . maine1 nolan1 ki2 almost2 sabhi2 movies2 ko1 pasand1 kiya1 hai1"
i1 was2 actually2 completely2 fooled2,"haan1 , hai1 <unk> hai1",completely2 fool2 ban1 gaya1 tha1 actually1 me1
