Input,Predicted,Actual
jab1 wo2 investigate2 ho2 raha1 tha2 fraudulently2 claim2 karne1 ke1 liye1 ki1 Facebook1 ka1 idea2 usne1 socha1,"i2 , it2 the2 the2 , , , , , the2 the2 . . . . . .",when2 he's2 being2 investigated2 for2 fraudulently2 claiming2 he2 came2 up2 with2 the2 idea2 for2 Facebook2
"haan1 kaafi1 filmon1 mein1 voh1 ache1 perform2 karthe1 ... voh1 ironic1 hein1 , muje1 unhe1 titanic1 mein1 pasand1 hein1","i2 , it2 the2 the2 , . , , , the2 , the2 . the2 . . . . .","Any2 film2 that2 I've2 ever2 seen2 with2 him2 in2 it2 was2 really2 good2 . It's2 ironic2 that2 you2 mention2 him2 because2 for2 some2 reason2 , I've2 been2 in2 the2 mood2 to2 watch2 Titanic2 ."
Haan1 mujhe1 lagta1 hai1 k1 wo1 aise1 bahar1 hai1 k1 ye1 film1 uske1 liye1 perfect1 hai1,"i2 , , it2 the2 , , , , the2 . . . . . . .",Yeah1 I2 think2 he2 is2 so2 out-there2 that2 this2 is2 a2 perfect2 film2 for2 him2 .
"Ye1 movie2 Isle2 of2 Berk2 me2 ek1 remote2 viking2 village2 jaha1 bahut1 time2 Dragon2 livestock2 churate2 hai1 aur1 pareshan1 karte1 hai1 , ke1 upar1 based1 hai1","i2 , , it2 the2 , . . . the2 . . . . . . . . . . . .",The2 movie2 is2 based2 at2 the2 Isle2 of2 Berk2 in2 a2 remote2 Viking2 village2 where2 there2 of2 often2 Dragons2 stealing2 livestock2 and2 causing2 toruble2
"haan1 , main1 disagree2 hu1 us2 characterization2 ke2 stah2 , lakin1 main1 dekh1 saktu1 hu1 kyun1 kuch1 log1 aisa1 keh1 sakte1 hai1","i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . . . . . . .","yeah1 , i2 disagreed2 with2 that2 characterization2 , but2 i2 can2 see2 why2 someone2 might2 say2 that2 ."
Yeh1 kaun1 sa1 character2 hai1 Nick2 ?,what2 you2 the2 the2 movie2,Which2 character2 is2 Nick2 ?
acha1 tho1 98% Rotten2 tomatoes2 neh1 deya1 tha1 lekin1 yeh1 tho1 A1 nikla1,"i2 , , it2 the2 , . . . the2 . . . .","It2 seemed2 to2 do1 ok1 it2 got2 a2 98% on2 rotten2 tomatoes2 , but2 an2 A1 in2 Cinema2 score2"
"hamm1 , tum1 mujhe1 jabade1 ke1 baare1 mein1 thoda1 aur1 samajhaane1 ke1 lie1 ho1 sakata1 hai1 kyonki1 main1 pahale1 se1 hee1 ant1 jaanata1 hoon1 . jab1 se1 aapane1 kaha1 tha1 ki1 la1 la1 laind1 ek1 romaantik1 komedee1 hai1 , kya1 joz1 mein1 koee1 romaans1 hai1 ?","it2 , is2 the2 a2 , <unk> , <unk> the2 . the2 . . <unk> . . . . . . you2 . you2 . you2 you2 you2 you2 you2 you2 you2 . ? ? ?","Hmm1 , you2 might2 have2 to2 convince2 me2 a2 little2 more2 about2 Jaws2 just2 because2 I2 already2 know2 the2 ending2 . Since2 you2 said2 LA1 LA1 Land2 is2 a2 romantic2 comedy2 , is2 there2 any2 romance2 in2 Jaws2 ?"
Oh1 haan1 ! wo1 sahi1 hai1 . Itne1 saare1 badhiya1 actors2 hai1 is1 movie2 me2 .,"i2 , , it2 the2 , . . . . . . .",Oh1 yeah1 ! That's1 right2 . So2 many2 great2 actors2 in2 this2 movie2
Ye1 movie2 awesome1 ! Hai1,"i2 , .",This2 movie2 is2 awesome2 !
"ye1 ' Historical2 , Political2 ' hai1","i2 , . the2 .","it2 is2 ' Historical2 , Political2 '"
bahut1 kam1,i2 .,really2 low2
"haha1 mene1 dekungi1 , ee1 tho1 pyara1 chatting1 hi1 !!! aap1 ko1 subh1 din1 hoga1 aaj1 !","i2 , , it2 the2 , . . . the2 . . . .","Haha1 well1 Im1 gonna1 see2 , it2 was2 lovely1 chatting1 !!! have2 a2 great2 day2 !"
tumhara1 favorite1 chARACTER1 kon1 sa1 he1 ?,what2 you2 the2,What2 is2 your2 favorite1 chARACTER1 ?
ye1 ek1 mother2 daughter2 love2 ki1 tarah1 tha1,"i2 , . the2 . .",it2 was2 like2 a2 mother2 daughter2 love2
Nirasat1 karna1,i2 .,aborting2
haan1 yeh1 tejee1 se1 chala1 gaya1 hai1 aisa1 lagata1 hai1 .,"i2 , , it2 the2 , . . . . . .",Yeah2 its2 gone2 by2 fast2 it2 seems2 like2
Hi1,bruce2 .,hi1
well1 kabhi1 kabhi1 mujhe1 kids1 movies2 utni1 hi1 pasand1 aati1 he1 jitni1 adult1 ! kya1 tumne1 ise1 dekhna1 really2 enjoy2 kiya1 ?,"i2 , is2 the2 a2 , <unk> , . the2 . <unk> . . <unk> .",Well2 I2 like2 kids2 movies2 just2 as2 much2 as2 adult2 ones2 sometimes2 ! Did2 you1 really2 enjoy2 watching2 it2 ?
jaise1 bhi1 yeah1 .,"i2 , .",Anyways2 yeah2 .
yis2 maim2 bahuth1 sipahi1 kisi1 ki1 madath1 ke1 bina1 apni1 bachav1 karne1 ki1 koshish1 kar1 rahe1 the1,"i2 , , it2 the2 , , , the2 . the2 . . . . .","it2 was2 , with2 no2 help2 , lots2 of2 soldiers2 attempted2 to2 flee2 as2 fast2 as2 they2 could2"
yeh1 jab1 huva1 tab1 us2 sleeping2 beauty2 choti1 girl1 thi1,"i2 , , it2 the2 , . . . . .",It2 takes2 place2 when2 sleeping2 beauty2 is2 a2 little2 girl2
muje1 yaad1 nahi1 hein1,"i2 , . . .",i1 don't2 remember2
Fitness2 bahut1 jaruri1 hai1 . Mi2 Darwin2 ka2 bada1 prasanshak1 hai1 jise1 mujhe1 kahani1 me1 aur1 dilchaspi1 huyi1 .,"i2 , , it2 the2 , . , . the2 . . . . . . . .",Fitness2 is2 very2 important2 . Im1 a2 big2 fan2 of2 Darwin2 so2 that2 makes2 me2 interested2 a2 bit2 more2 in2 the2 story2 .
kya1 aap1 gaane1 like1 karte1 hain1 ?,"what2 , a2 the2",do1 you2 like2 the2 songs2 ?
yeh1 kuch1 happy1 ending2 ke1 tarah1 hi1 hey1,"i2 , , it2 . . .",it2 was2 kind2 of2 a2 happy2 ending2 though2
probably2 yeh1 tho1 young1 hein1 .. aap1 tho1 braver2 aur1 jyada1 confident1 hon2 in2 age2 mein1 bhi1,"i2 , , it2 the2 , . . . the2 . . . .",Probably2 helps2 that2 he2 was2 young2 . You're2 braver2 and2 more2 confident2 at2 that2 age2 .
Mujhe1 movie1 pasand1 hai1 jiska1 end2 guess2 nahi1 kar1 sakate1 . uska1 sound1 thoda2 predictable2 hai1,"i2 , , it2 the2 , , , , the2 . . . . . .",It2 sounds2 as2 though2 this2 is2 pretty2 predictable2 as2 well2 and2 I2 like2 movies2 that2 I2 can't2 guess2 the2 end2
chappie2,bruce2 .,chappie2
"I2 agree2 , but2 ek2 time2 watch2 worth2 ho1 sakti1 hai1","i2 , . the2 the2 , . . . . . .","I2 agree2 , however2 , it2 might2 be2 worth2 a2 watch2 ."
Ye1 dekhane1 mei1 lagata1 hai1 ki1 hamane1 kiya1,"i2 , . the2 .",It2 looks2 like2 we're2 done2
acha1,bruce2 .,:)2
ye1 bahut1 he1 majakiya1 hai1 plastics2,"i2 , . .","That2 was2 funny2 the2 "" plastics2 """
mein1 is2 director2 ke1 baare1 mein1 kuch1 suna1 nahi1 hein1,"i2 , , it2 the2 <unk> . .",I'd2 still2 see2 it2 given2 the2 cast2 . Never2 heard2 of2 the2 director2 though2
MUJE1 LAGTHA1 HEIN1 KI1 YEH1 NETFLIX2 MEIN1 HEIN1,"i2 , , it2 . <unk> .",I2 wonder2 if2 it's2 on2 Netflix2
voh1 tho1 bada1 bada1 naam1 hein1 yar1,"i2 , . the2 . . .",Those2 are2 some2 big2 names2 .
woh1 bada1 romanchakari1 movie2 tha1 . woh1 Alan1 Turing2 ke1 jeevan1 ke1 bare1 me1 tha1,"i2 , , it2 the2 , . . . the2 . . . .",It2 was2 such2 a2 thrilling2 movie2 . Based2 on2 the2 life2 of2 Alan2 Turing2 .
Movie1 kitni1 lambi1 hai1 ?,"what2 , a2",How2 long2 is2 the2 movie2 ?
Mujhe1 lagta1 tha1 ki1 ye1 ek1 mahan1 kahani1 hai1 . Kul1 milaakar1 bahut1 solid2,"i2 , , it2 the2 , . the2 . . . . . .",I2 thought2 it2 was2 a2 great2 story2 . OVerall1 very2 solid2
The2 movie2 is2 John2 Wick2 . Kya1 tunme1 isse1 pahle1 dekha1 hai1 >,"i2 , , it2 the2 , . <unk> . . .",The2 movie2 is2 John2 Wick2 . Have2 you2 seen2 it2 before2 ?
"Ok1 , agar1 tum2 document2 deko2 to1 , usne1 dono1 Cameron2 and2 Tyler2 Winklevoss2 ko1 play1 kiya1 hai1 .","i2 , , it2 the2 , . . . the2 . . . . . . .","Well2 , if2 you2 look2 at2 the2 document2 , he2 played2 both2 Cameron2 and2 Tyler2 Winklevoss2 ."
Kya1 wo2 document2 describe2 karta1 hai1 enemy2 kaun1 hai1 ?,"it2 , a2 the2 a2 the2 .",Does2 the2 document2 describe2 who2 the2 enemy2 is2 ?
fbi1 ko1 thoda1 time1 laga1 isse1 banane1 mein1,"i2 , . the2 the2 . . . .",It2 took2 the2 FBI2 quite2 a2 long2 time2 to2 get2 them2 .
Yah1 2013 mein1 out1 hua1 tha1 .,"i2 , . it2 .","well2 , it2 came2 out2 in2 2013"
titanic2 ke1 behetar1 aur1 koi1 nahi1,"i2 , . .",No2 other2 than2 that2 you2 mentioned2 titanic2
"theek1 hai1 , aapako1 ise1 svayan1 dekhana1 hoga1","i2 , , it2 . <unk> .","well2 , you2 have2 to2 see2 it2 yourself2"
unke1 kitne1 kids1 he2 ?,what2 is2,How2 many2 kids2 do2 they2 have2 ?
hoii1,bruce2 .,hoii1
"well2 , voh1 ab1 bhi1 millionaire2 hein2","i2 , . the2 . .","Well2 , he2 still2 is2 a2 millionaire2 ."
mujhe1 wo1 bhi1 bahut1 achcah1 laga1 jab1 wo1 Mike1 aur1 Sully2 ki1 friendship2 develop2 hote1 hue1 show1 karte1 hai1 .,"i2 , it2 the2 the2 , . , , , the2 , . the2 . . . . . . .",I2 also2 like2 how2 they2 show2 the2 friendship2 between2 Mike2 and2 Sully2 develop2
to1 wo1 ek1 war1 movie1 hai1 ?,"the2 , a2 the2",so2 its2 a2 war2 movie2 ?
Han1 . Maine1 suna1 hai1 ki1 silicon1 valley1 mein1 sabse1 zyada1 rent1 rate1 hai1,"i2 , , it2 the2 , , , the2 . . . . . .",Yes1 . I2 hear2 silicon2 valley2 has2 one2 of2 the2 higest2 rates2 in2 rent2
"me1 hope2 karta1 hu1 ki1 tum1 romance1 like1 karti1 ho1 , because1 mujhe1 yahan1 ek1 scorcher2 mila1 he1","i2 , , it2 the2 , . . . . . . .","i1 hope2 you2 like1 romance2 , because2 ive2 got2 a2 scorcher2 here2"
mein1 is2 director2 ke1 baare1 mein1 kuch1 nahi1 suna1 hein1,"i2 , , it2 the2 <unk> . .",I2 have2 not2 heard2 of2 any2 other2 movies2 by2 this2 director2 .
Ha1 mujhe1 ye1 movie2 pasand1 hai1,"i2 , . .",YES1 I1 LIKE1 THIS1 FILM1
Kya1 hota1 agar1 mailman2 accidentally2 maces2 ' wick2 ' naya1 naya1 kuta1 ? haha1,"i2 , , it2 the2 , <unk> , . <unk> . .",what2 happens2 if2 the2 mailman2 accidentally2 maces2 ' wicks2 ' new2 dog2 ? lol2
Ye1 action2 or2 drama2 movie2 hai1 kya1 ?,what2 you2 you2 the2 of2 the2,Is1 it2 an2 action2 or2 drama2 ?
Ye1 crazy1 tha1 . Unke1 pass2 company2 ko1 million2 dollar2 ki2 company2 banane1 ka2 potential2 hai2 jo1 ki1 mind1 blowing1 hai1 .,"i2 , it2 the2 the2 , , , , , the2 , . the2 . . . . . . . . .",That2 is2 crazy1 . To1 have2 potentially2 in2 a2 company2 to2 make2 a2 billion2 dollar2 company2 is2 mind2 blowing2
Mujhe1 lagta1 hai1 iss1 movie2 mein1 bane1 rehne1 ke1 liye1 uske1 bahut1 pehnchaan1 hai1 . But1 main1 sure1 nhi1 huin1 ki1 isse1 pehle1 dusri1 movies1 kaisa1 tha1 .,"i2 , , it2 the2 , . , , the2 , . the2 . . . . . . . . . . . . .",I2 think2 that2 he2 has2 a2 lot2 of2 recognition2 for2 being2 in2 this2 movie2 . But1 I2 am1 not2 sure2 of2 other2 movies2 he2 was2 in2 before2 this2 one2 .
Tuberculosis2 .,i2 .,Tuberculosis2 .
"haan1 , voh1 definitely2 strong2 hein1","i2 , . the2 . . .","Yes2 , she2 is2 definitely2 strong2 ."
muje1 tho1 yeh1 mixed2 up2 laga1,"i2 , . it2 . . .",I2 get2 them2 mixed2 up2
Relationship2 toh2 tough2 hei1 yar1 . mein1 toh1 aacharya1 huva1 ki1 voh1 dono1 kaise1 yeh1 handle1 karte1,"i2 , , it2 the2 , . . . the2 . . . . .",Relationships2 are2 tough2 . I2 wonder2 how2 the2 two2 characters2 handle2 theirs2 .
But1 teen2 comedy2 film2 me1 itna1 to2 expected2 hi1 hai1 .,"i2 , , it2 the2 , . . .",But2 that's2 to2 be2 expected2 in2 a2 teen2 comedy2 film2 .
Mujhe1 lagata1 hai1 ki1 maine1 isase1 pahale1 apane1 bete1 ke1 saath1 ise1 dekhane1 kee1 koshish1 kee1,"i2 , , it2 the2 , . . . . . . .",I2 think2 I2 tried2 watching2 this2 with2 my2 son2 before2
"han1 , mein1 aapse1 sehmat1 hu1 - mein1 ye1 maanta1 hu1 ki1 humko1 emma1 stone1 aur1 ryan2 gosling2 ko1 kuch1 slack2 kaatna1 chahiye1 kyuki1 wo1 singers2 nahi1 hain1","i2 , it2 the2 the2 , . , , , the2 , the2 . the2 . . . . . . .","yep1 , i1 agree2 with2 you1 - i2 do2 believe2 we2 have2 to2 cut2 emma2 stone2 and2 ryan2 gosling2 some2 slack2 , since2 they're2 not2 singers2"
mei1 sahmat1 hui1 payaar1 se1 .,"i2 , . it2 . . .",I2 agree2 ! Loved2 it2 .
kya1 Emma2 Stone1 bhi1 artist2 play2 kar1 rahi1 hai1 ?,what2 you2 you2 the2 movie2 ?,Is2 Emma2 Stone2 playing2 an2 artist2 also2 ?
"definitely2 , isse2 patha1 chaltha1 ki1 voh1 kaise1 tarah1 ka1 log1 hein1 jo1 uska2 strength2 pehla1 dekhayi1 detha1","i2 , , it2 the2 , , , , , the2 the2 . . . . . . .","Definitely2 , it2 also2 shows2 what2 kind2 of2 person2 he2 is2 by2 him2 withholding2 his2 strength2 at2 first2"
kuch1 low2 rating2 scores2 hai1,"i2 , .",sort2 of2 low2 rating2 scores2 tho1
sab1 kuch1 achha1  banane1 ke1 liye1,"i2 , . .","to2 make2 "" everything2 better2 """
"No1 , bilkul1 nahi1 .","i2 , . .","No1 , not2 at2 all2 ."
mujhe1 frozen2 yogurt2 bahut1 pasand1 hai1 ! lekin1 yah1 movie1 bhee1 :)2,"i2 , , it2 the2 , . . . .",I1 love2 frozen2 yogurt2 ! but2 also2 this2 movie2 :)2
"isalie1 shuruaat1 mein1 , Bruce2 Wayne2 ek2 well1 mein1 gir1 jaata1 hai1 aur1 bats1 dvaara1 attack1 kiya1 jaata1 hai1 .","i2 , it2 the2 the2 , , , , , the2 , . the2 . . . . . . .","So2 in2 the2 beginning2 , Bruce2 Wayne2 falls2 into2 a2 well2 and2 is2 attacked2 by2 bats2 ."
Kya1 tum1 usually2 movie2 dekhne1 se1 pahle1 uski1 ratings1 dekhte1 ho1 ?,"what2 , is2 the2 of2 the2 the2 the2 the2 ?",Do1 you2 usually2 check2 the2 ratings2 of2 movies2 before2 you2 see2 them2 ?
mujhe1 yah1 bhee1 pasand1 hai1 ki1 jis1 tarah1 se1 Nick2 Fury2 ne2 Council2 ke1 saamne1 apana1 argument2 ko2 support1 karta1 raha1 . sirph1 yah1 ek1 .,"i2 , it2 the2 the2 , , , , the2 , the2 , . the2 . . . . . . . . . .",I2 also2 like2 the2 way2 Nick2 Fury2 stood2 his2 ground2 with2 the2 Council2 . Just2 this2 one2 .
r1 u1 there1,i2 .,r1 u1 there1
vaah1 to1 yah1 ek1 achchha1 samay1 hona1 chaahie1,"i2 , . it2 .",wow1 so2 it2 should2 be2 a2 good2 time2 then2
Tumhara1 manpasand1 hero1 kon1 hai1 movie1 main2,"it2 , is2 the2 .",Who2 was2 your2 favorite2 actor2 in2 the2 movie2 ?
haan1 . sabhi1 is1 world1 ko2 interconnected2 hein2 .. even2 kuch1 people1 dusron1 ke1 saath1,"i2 , it2 the2 the2 , , , , the2 the2 . . . . .",Right2 that2 is2 very2 true2 . We're2 all2 interconnected2 in2 this2 world2 somehow2 . Even2 if2 some2 people2 do2 have2 more2 than2 others2 .
uski1 mom1 ne1 usey1 dikhaya1 ki1 ek1 lower2 class2 boy1 jise1 wo1 kabhi1 pyar1 karti1 this1 uska1 kya1 hua1 ( wo1 abhi1 bhi1 lower2 class2 hai1 ). Wo1 nahi1 chahti1 thi1 uski1 beti1 money1 ke1 liye1 strugge1 kare1 .,"i2 , , it2 the2 , . . . the2 . . . . . . . . . . . . . . . . . . . . . . .",her2 mom2 shows2 her2 what2 became2 of2 lower-class2 boy2 she2 loved2 once2 ( he's2 still2 lower2 class2 ). she2 didn't2 want2 her2 daughter2 to2 struggle2 with2 money2
ha1 use2 guy2 ko1 someone1 pahle1 hi1 kill1 kar1 deta1 he1,"i2 , . the2 the2 , . . . . . .",yes2 but2 someone2 kills2 the2 guy2 first2
oh1 durbhagya1,i2 .,Oh1 that's2 unfortunate2 .
"jis1 tarah1 se1 eres2 ko1 dandit1 kiya1 gaya1 tha1 vah1 bhee1 dilachasp1 tha1 , keval1 zeus1 ne1 use1 ladaee1 mein1 ghaayal1 karane1 mein1 saksham1 kiya1 .","i2 , it2 the2 the2 , . , , , the2 , the2 , . the2 . the2 . . . . . . . . .","The2 way2 Ares2 was2 punished2 was2 also2 interesting2 , with2 only2 Zeus2 able2 to2 wound2 him2 in2 the2 battle2 ."
Ye1 unmein1 se1 ek2 scene1 tha1 jo1 film1 dekhne1 k1 baad1 bhi1 mere1 sath1 chipka1 reh1 gaya1 .,"i2 , it2 the2 the2 , , , , , the2 the2 . . . . . . .",It2 was2 one2 of2 those2 scenes2 that2 really2 stuck2 with2 me2 after2 I2 watched2 the2 movie2
"haan1 yar1 , jyada1 attention1 aur2 populatity2 us2 stores2 ke2 toys2 , shows2 aur1 jyada1 items2 mein1 ab1 tak1 jinda1 rakh1 rahe1 hein1","i2 , . the2 the2 , , , , , the2 , the2 . the2 . <unk> . . . . . .","Yeah1 , so2 much2 attention2 and2 popularity2 has2 kept2 it2 alive2 in2 stores2 as2 toys2 , shows2 and2 other2 items2 ."
recent2 ki1 superhero2 movies2 me1 uska1 cameo2 nahi1 tha1 .,"i2 , , it2 the2 . . . .",Didn't2 he2 have2 a2 cameo2 in2 one2 of2 the2 recent2 superhero2 movies2 ?
"yah1 vaastav1 mein1 achchha1 lagata1 hai1 , adhik1 sambhaavana1 nahin1 hai1 , main1 karoonga1 ; aap1 kaise1 hain1 ?","i2 , , it2 the2 , <unk> , , the2 . the2 . . . .","It2 sounds2 really2 good2 , more2 likely2 than2 not1 , I2 will2 ; how2 about2 you2 ?"
kya1 tumne1 dekhi1 hai1 ?,the2 is2 .,have2 you2 watch2
"Mujhe1 lagta1 hai1 ratings2 acchi1 hain1 . Rotten2 tomatoes2 ne1 89% diya1 hai1 , aur1 cinemascore2 ne2 A1 + diya1 hai1 .","i2 , , it2 the2 , . . . . . . . . . . . . .",i2 think2 the2 ratings2 are2 good2 . Rotten2 tomatoes2 gave2 it2 an2 89% and2 cinemascore2 gave2 it2 an1 A1 +
mhmm1 .. acha1 huva1 bachon1 ka1,"i2 , . it2 .",mhmm1 . good1 in2 children2 of2 men2 too1
"tyooring1 ne1 jaasoos1 ko1 bataaya1 , kyonki1 tyooring1 kee1 shaadee1 klaark1 ( naitalee1 ) se1 hone1 vaalee1 thee1 . yah1 mujhe1 uchch1 naatak1 kee1 tarah1 lagata1 hai1 . jaasoos1 ( tyooring1 se1 pahale1 ehasaas1 hua1 ki1 vah1 ek1 jaasoos1 tha1 ) ne1 tyooring1 ko1 apanee1 samalaingikata1 ko1 gupt1 rakhane1 ke1 lie1 kaha1 tha1 . mujhe1 lagata1 hai1 ki1 ve1 bahut1 tang1 the2 .","i2 , it2 the2 the2 , , , , , the2 , the2 , . the2 . the2 . . . . . . . . . . , . , . , . , . , . , . , . , . . . . . . . . . . . . . .","Turing2 told2 the2 spy2 , because2 Turing2 was2 about2 to2 get2 married2 to2 Clarke2 ( Knightley2 ). It2 sounds2 like2 high2 drama2 to2 me1 . The2 spy2 ( before2 Turing2 realized2 he2 was2 a2 spy2 ) told2 Turing2 to2 keep2 his2 homosexuality2 a2 secret2 . I2 guess2 they2 were2 pretty2 tight2 ."
probably2 hughs2 ka2 love2 interest2 hi1 is2 movie2 mein1 hein1,"i2 , , it2 the2 <unk> . .",That2 was2 probably2 Hugh's2 love2 interest2 in2 the2 movie2 .
namaste1,bruce2 can2,Hello1
yah1 kis1 baare1 mein1 hai1 ?,what2 you2 the2,What2 is2 it2 about2 ?
kya1 shailee1 la1 la1 bhoomi1 hai1 ?,"what2 , a2 the2 of2",What2 genre2 is2 La1 La1 land2 ?
"Robin2 wright2 antiope2 ka1 role2 play2 karta1 hai1 , her2 sister2 .","i2 , , it2 the2 . . . . . .","Robin2 Wright2 plays2 Antiope2 , her2 sister2 ."
ye1 Kitaab1,i2 .,The2 notebook2
Mujhe1 Astrid1 aur2 Gobber2 pasand1 aaye1 .,"i2 , . the2 . .",I2 like2 Astrid2 and2 Gobber2
"tum1 lucky1 ho1 , mujhe1 sare1 information2 tumse1 milta1 hai1 kyon1 ki1 wo1 tumhe1 access1 dete1 hain1 taki1 main1 sare2 questions2 poochon1 ?","i2 , is2 the2 a2 , <unk> , <unk> the2 . <unk> . . . <unk> . <unk> .","lucky2 you1 , i1 have2 to2 get2 all2 the2 information2 from2 you2 because2 it's2 obvious2 they2 let2 you2 access2 so2 that2 I2 can2 ask2 all2 the2 questions2 ?"
"Ye1 movie2 ek2 scientific2 movie2 hai1 , un1 logo1 ke1 baar1 me1 jo1 logo1 ke2 subconscious2 mind2 me2 infiltrate2 karte1 hai1 aur1 unke1 sapno1 ki1 duniya1 se1 information2 jutate1 hai1 . Basically2 wo1 kisi1 ke1 sapno1 me1 jaakar1 information1 nikalte1 hai1 .","i2 , it2 the2 the2 , , , , , the2 , . the2 . the2 . . . . . . . . . . . . . . . . . . . . . . . . .",The2 movie2 is2 a2 scientific2 movie2 about2 people2 who2 infiltrate2 the2 subconscious2 of2 individuals2 and2 obtain2 information2 in2 the2 dream2 world2 . Basically2 they2 enter2 into2 someone's2 dreams2 to2 find2 out2 information2 .
haan1 voh1 tho1 hein1,"i2 , .",Yes2 they2 are2 .
"haan1 , mujhe1 lagta1 hai1 characters2 ki2 dynamics2 acchi2 fit1 karti1 hai1 , sabhi1 ko1 link2 karte1 hue1 , diana1 aur1 bruce1 se1 lekar1 , diana1 aur1 ares1 thak1 aur1 ares2 aur1 zues1","i2 , , it2 the2 , . , , , the2 , the2 , . the2 . the2 . . . . . . . . . . . . . .","yeah1 , I2 think2 the2 dynamic2 between2 the2 all2 the2 characters2 fits2 really2 well2 , linking2 it2 all2 togheter2 , from2 diana2 and2 bruce2 , to2 diana2 and2 ares2 , and2 ares2 and2 zues2"
kya1 uska1 recent2 superhero2 movies2 mein1 kuch1 cameo2 ke1 tarah1 nazar1 nahi1 aaya1 ?,"the2 , is2 the2 of2 the2 the2 the2 the2 the2 .",Didn't2 he2 have2 a2 cameo2 in2 one2 of2 the2 recent2 superhero2 movies2 ?
"ye1 Viking2 Days2 mein1 set1 hai1 , aur1 isme1 ek1 teenage2 character2 ka1 naam1 Hiccup1 hai1 , jisko1 zakhmi1 dragon2 milta1 hai1 aur1 dosti1 karta1 hai1","i2 , , it2 the2 , . , , the2 , . . . . . . . . . . . . . .","It2 is2 set2 back2 in2 the2 Viking2 Days2 , and2 it2 has2 a2 teenage2 character2 named2 Hiccup2 , who2 finds2 a2 wounded2 dragon2 and2 befiends2 it2 ."
"Haan1 sahi1 hai1 . lag1 raha1 hai1 Dunkirk2 sayad2 technically2 success2 hai1 , tum1 yeh1 man1 kar1 walk2 way2 nahi1 kar1 sakte1 . KO1","i2 , , it2 the2 , . . . the2 . . . . . . . . .","Very2 much2 so2 . While2 it2 seems2 Dunkirk2 may2 have2 been2 a2 technical2 success2 , you2 do2 not2 walk2 away2 feeling2 like2 it2"
hi1,bruce2 can2,Hi1 there2 !
really1 me1 !,i2 .,Oh1 really1 !
"probably2 , expert2 reviews2 tho2 a1 diya1","i2 , . the2 . . .",probably2 it2 is2 those2 expert2 reviews2 cause2 the2 last2 one2 it2 gives2 an2 A1
"haan1 , jab1 Hiccup2 , Berk2 ke1 paas1 wakeup1 kiya1 tho1 uska1 Lower2 left2 leg2 miss2 hota1 aur1 usse1 prothesis2 ho1 jatha1 , tho1 uska1 daad1 bhi1 nahi1 rehatha1 .","i2 , it2 the2 the2 , . the2 , , the2 , the2 , . the2 . the2 . . . . . . . . . . . . .","Yes2 , when2 Hiccup2 wakes2 up2 on2 Berk2 , his2 lower2 left2 leg2 is2 missing2 and2 he2 is2 using2 a2 prothesis2 , so2 he2 and2 toothless2 are2 the2 same2"
kya1 aapko1,what2 .,Did1 you2 like2 it2 ?
Haan1,bruce2 .,yes1
woh1 jay1 gatsby2 se2 meet1 karta1 hai1 jab1 woh1 next2 door2 mein1 rahta1 tha1 aur1 introduce2 hota1 hai1 party1 world2 of2 the2 roaring2 20s2 se2 new2 york2 state2 mein1 .,"i2 , it2 the2 the2 , . the2 , the2 , the2 , . the2 . the2 . the2 . . . . . . . . . . .",He2 meets2 jay2 gatsby2 while2 living2 next2 door2 and2 gets2 introduced2 to2 the2 party2 world2 of2 the2 roaring2 20s2 in2 new2 york2 state2 .
"haan1 , ant1 nishchit1 roop1 se1 vah1 nahin1 hai1 jo1 aap1 yah1 hone1 kee1 ummeed1 karenge1","i2 , , it2 the2 , , , the2 . . . . . . .","yeah1 , the2 ending2 is2 definitely2 not2 what2 you2 would2 expect2 it2 to2 be2"
"HELLO1 , MOVIE1 KA1 NAM1 KAY1 HAI1 ?","it2 , a2 the2 a2 <unk>","Hello1 , what's1 the2 name2 of2 the2 movie2 ?"
toh1 mera1 question1 hai1 ki1 kaun1 sa1 character2 Michael2 Stuhlbarg2 play2 karta1 hai1 Shape1 of2 Water2 mein1,"i2 , , it2 the2 , . . . . . .","So2 my2 question2 is2 , what2 character2 does2 Michael2 Stuhlbarg2 play2 in2 the2 Shape2 of2 Water2"
kya1 aapko1 fairy1 tales2 pasand1 hein1 ?,"what2 , a2 the2",Do1 you2 like2 fairy2 tales2 ?
mujhe1 ye1 bahut1 bura1 lag1 rha1 hai1 ki1 tumhe1 har1 samay1 ek1 prince1 chahiye1,"i2 , , it2 the2 , . . . . .",i1 hate1 that2 u2 need2 a2 prince2 all2 the2 time2
For2 sure2 mera1 matlab1 hai1 agar1 wo1 log1 mean1 nahi1 hote1 to1 movie1 hi1 nahi1 banti1 ...,"i2 , , it2 the2 , , , , , the2 the2 . . . . . .","For2 sure2 I2 mean2 if2 they2 werent2 mean2 , the2 movie2 wouldnt2 happen2 ..."
