Batman2 vs2 Superman2 	batman2 vs2 superman2 
It2 was2 ! To2 be2 honest2 with2 you2 they2 did2 such2 a2 good2 job2 that2 I2 had2 a2 hard2 time2 realizing2 they2 were2 both2 Armie2 Hammer2 . He2 is2 an2 amazing2 actor2 . I2 also2 think2 Facesmash2 is2 a2 hilarious2 startup2 name2 . 	Wo1 tha1 ! To1 be2 honest2 unhone1 itna1 accha1 kaam1 kiya1 ke1 mujhe1 realize1 nahi1 hua1 dono1 Armie2 Hammer2 the2 . Wo1 ek1 amazing2 actor2 hai1 . Main1 ye1 bhi1 sochta1 hu1 k2 Facesmash2 ek2 hilarious2 startup2 name2 hai1 
It2 is2 ! and2 what2 a2 crazy2 story2 ... basically2 he2 got2 dumped2 and2 made2 millions2 off2 of2 trying2 to2 get2 even2 with2 her2 . 	Ye1 hai1 ! Kya1 crazy1 story1 hai1 .. basically2 wo2 dumped1 hogaya1 aur1 usse1 badle1 lete1 huye1 millions1 kama1 liye1 
How2 contentious2 of2 a2 person2 . Based2 off2 what2 you2 know2 of2 him2 would2 you2 have2 be2 friendly2 with2 him2 if2 you2 were2 in2 school2 with2 him2 at2 the2 time2 ? 	Kinda2 contentious2 banda2 hai1 . Jitna1 tum1 abhi1 jaante1 ho1 , agar1 uske1 saath1 school1 me1 hote1 to1 kya1 uske1 sath1 friendly2 hote1 ? 
Hmm1 ... probably2 not2 . He2 doesn't2 seem2 to2 have2 good2 luck2 keeping2 friends2 . How2 ironic2 as2 he2 invented2 Facebook2 . Do1 you2 think2 you'd2 have2 been2 friends2 ? 	Hmm1 .. shayad1 nahi1 . Dost1 rakhne1 me1 to1 uska1 koi1 accha1 luck1 nahi1 hai1 . Kitna1 ironic2 hai1 k1 usne1 Facebook1 invent1 kiya1 . Tum1 kya1 sochte1 ho1 , kya1 uske1 dost1 hote1 ? 
Absolutely2 not2 1 	Bilkul1 nahi1 . 
I2 thought2 it2 was2 ironic2 as2 well2 . I2 couldnt2 believe2 it2 . 	Maine1 bhi1 socha1 tha1 k1 ye1 ironic2 hai1 . Mujhe1 to1 believe2 nahi1 hua1 
The2 scene2 where2 Christy2 Lee2 says2 Facebook2 me1 is2 kinda2 funny2 , too2 . It2 certainly2 beats2 facesmash2 me2 . 	Wo1 scene1 jaha1 Christy2 Lee1 bolti1 hai1 Facebook1 me1 funny2 type2 ka1 hai1 . Certainly2 facesmash2 me1 bolne1 se1 to1 accha1 hai1 . 
Agreed2 . It2 makes2 sense2 , but2 I2 had2 no2 idea2 how2 much2 help2 Zuckerberg2 had2 along2 the2 way2 ... Especially2 from2 one2 of2 the2 founders2 of2 Napster2 ! 	Agreed2 . Iska2 sense2 to2 banta1 hai1 but1 mujhe1 koi1 idea1 nahi1 tha1 ki2 Zuckerberg2 ko1 raaste1 me1 kitni1 help2 mili1 hai1 , especially2 Napster2 k2 ek2 founder2 se2 . 
Justin2 Timberlake2 plays2 him2 so2 well2 too2 . I2 never2 knew2 about2 it2 either2 , but2 keep2 in2 mind2 it's2 based2 off2 the2 book2 . Who2 knows2 how2 much2 he2 actually2 was2 involved2 . 	Justin2 Timberlake2 ne2 use1 bahut1 acha1 play1 kiya1 hai1 . Mujhe1 bhi1 is1 baare1 me1 kuch1 nahi1 pata1 tha1 , lekin1 ye1 dhyan1 me1 rakho1 k1 ye1 book1 pe1 based2 hai1 . Kise1 pata1 wo1 actually2 kitna1 involved2 tha2 . 
That2 is2 true2 . I2 wonder2 if2 Mark2 Zuckerberg2 actually2 invited2 Sean2 Parker2 to2 live2 at2 Facebook2 headquarters2 ! 	Ye1 to1 sahi1 hai1 . Main1 is1 soch1 me1 hu1 ki1 kya1 Mark2 Zuckerberg2 ne2 Sean2 Parker2 ko2 actually2 Facebook2 ke2 headquarters2 me2 rehne1 k1 liye1 bulaya1 tha1 ! 
I1 love2 how2 he2 was2 doing2 it2 from2 a2 house2 . You1 know2 that2 much2 happened2 . If2 Sean2 Parker2 was2 there2 , who2 knows2 . I1 love2 how2 tech2 company2 start2 ups2 are2 out2 of2 houses2 . I2 wonder2 what2 the2 other2 continent2 was2 they2 were2 trying2 to2 expand2 to2 first2 . 	Unka1 ye1 sab1 ghar1 se1 karna1 mujhe1 pasand1 aaya1 . Tumhe1 pata1 hai1 kitna1 kuch1 hua1 . Agar1 Sean2 Parker2 waha1 rahta1 to1 , kise1 pata1 . I1 love1 kaise1 ye1 tech2 company2 start2 up1 ghar1 se1 chal1 rahi1 hai1 . I2 wonder1 wo1 kaunse1 dusre1 continent2 me1 pahle1 expand2 karna1 chahte1 the1 
I2 think2 that2 it2 is2 pretty2 funny2 considering2 the2 success2 he2 gained2 ... and2 " Thefacebook2 "? First2 Facesmash2 , then2 Harvard2 Connection2 then2 Thefacebook2 ... yikes2 ! 	I2 think2 uski1 success1 ko1 consider2 karte1 hue1 Thefacebook1 kafi1 funny1 hai1 . Pahle2 Facesmash2 , phir2 Harvard2 Connection2 phir1 TheFacebook2 yikes2 ! 
Thefacebook2 is2 just2 rotten2 . It2 seems2 like2 Zuckerberg2 really2 shafted2 everyone2 else2 in2 the2 situation2 . 	Thefacebook2 to1 bilkul1 bekaar1 hai1 . Aisa1 lagta1 hai1 Zuckerberg2 ne2 sahi1 me1 dusre1 logo1 ki1 leli1 
It's2 kind2 of2 creepy2 how2 he2 just2 waited2 for2 Albright2 to2 accept2 the2 friend2 request2 , too2 . 	Uska1 Albright1 ka2 friend2 request2 accept2 karne1 tak1 wait1 karna1 kaafi1 creepy2 tha2 
It's1 really2 sort2 of2 sad2 to1 me1 . He2 hasn't2 really2 changed2 from2 the2 beginning2 of2 the2 story2 . 	Mujhe1 to1 ye1 sad1 laga1 . Wo1 story1 ki2 beginning2 se1 jyada1 badla1 nahi1 . 
That's2 how2 I2 feel2 . I'm2 not2 surprised2 he2 had2 to2 do2 a2 settlement2 . 	Mujhe1 to1 aisa1 lagta1 hai1 . Main2 surprise2 nahi1 hu1 ke1 use2 settlement2 karna1 pada1 
He2 founded2 the2 biggest2 social2 network2 the2 world2 has2 ever2 seen2 , but2 he2 seems2 like2 a2 person2 who2 people2 hate2 . 	Usne1 duniya1 ka1 sabse1 bada1 social2 network2 banaya1 but1 wo1 ek1 aisa1 aadmi1 lagta1 hai1 jise1 log1 hate1 karte1 hai1 
Extremely2 misanthropic2 . I2 would2 agree2 . It's2 overall2 kind2 of2 sad2 . 	Bilkul1 misanthropic2 . Main1 to2 agree2 karta1 hu1 . Overall2 ye1 sad1 hai1 . 
At2 least2 he2 didn't2 use2 his2 intelligence2 for2 true2 evil2 . 	USNE1 BURAEE1 KARNE1 KE1 LIYE1 DIMAAK1 KA1 UPAYOG1 NAHI1 KIYA1 
are1 you2 still2 there2 ? 	TUM1 ABHEE1 BHI1 VAHAAN1 HO1 
It's2 been2 10 minutes2 	10 MINUTES1 HO1 GAYA1 
The2 movie2 is2 Toy2 Story2 . 	movie1 hai1 Toy2 Story2 
From2 1995, director2 is2 John2 Lasseler2 , 100% rotten2 tomatoes2 , 9/10 score2 . 	1995 se2 , director2 hain1 John2 Lasseler2 , rotten2 tomatoes2 mein1002 %, 9/10 score2 hai1 
Hello1 , have2 you2 seen2 Toy2 Story2 ? I2 did2 . I2 Agree2 with2 the2 critical2 that2 is2 has2 the2 purity2 and2 ecstatic2 freedom2 of2 imagination2 . What2 do2 you2 think2 ? 	hello1 , kya1 tumne1 Toy1 Story2 dekha1 hai1 ? main1 manta1 hoon1 critic2 se2 ki1 usme1 purity1 aur2 ecstatic2 freedom2 of2 imagination2 hai1 . kya1 sochte1 ho1 tum1 ? 
I2 agree2 , it2 was2 a2 very2 popular2 movie2 . 	haan1 agreed1 , woh1 bahut1 popular2 movie2 tha2 . 
I1 love2 animations2 and2 Pixar2 is2 amazing2 . This2 one2 was2 really2 perfect2 . As2 it2 was2 mentioned2 a2 work2 of2 genius2 . 	mujhe1 animations2 pasand2 hain1 aur1 Pixar2 amazing2 hai1 . yeh1 bahut1 perfect1 tha1 . jaise1 mention1 kiya1 tha1 ki1 ye1 ek2 genius2 ka2 work2 hai1 . 
I2 also2 love2 Pixar2 	mujhe1 bhi1 pixar1 pasand1 hai1 
Maybe2 they'll2 make2 another2 Toy2 Story2 movie2 . 	shayad1 wo1 aur1 ek1 toy1 story2 movie1 banayenge1 
The2 interaction2 between2 Woody2 and2 Buzz2 is2 really2 nice2 . Also2 hearing2 Tom2 Hanks2 as2 Wood2 is2 incredible2 . 	woody2 aur1 buz1 ke1 bhitar1 ka1 sambhashan1 achha1 hai1 . aur1 tom1 hank1 ka1 aawaj1 woody1 ko1 suit1 hota1 hai1 achese1 
Oh1 yeah1 , classic2 voice2 	are1 ha2 , classic2 awaj1 hai1 
I2 like2 how2 their2 friendship2 grew2 . 	mujhe1 acha1 lgta1 hai1 ki1 kaise1 unke1 friendship1 badhti1 hai1 
It2 was2 really2 interesting2 to2 see2 they2 change2 from2 rivals2 to2 friends2 	ye1 dekhne1 mai1 acha1 tha1 ki1 kaise1 wo1 dushman1 se1 dost1 bante1 hai1 
I2 like2 the2 supporting2 toys2 too2 . 	mujhe1 sah1 toys2 bhi1 ache1 lage1 
For2 sure2 Woody2 and2 Buzz2 are2 amazing2 but2 also2 the2 other2 are2 perfect2 . 	woody2 and2 buzz2 to2 ache1 hai1 hi1 but1 baki1 log1 bhi1 ache1 the2 
Isn't2 there2 a2 few2 Toy2 Story2 movies2 ? 	toy2 story2 ke1 kum1 movie2 = s1 nahi1 hai1 na1 
Yes2 for2 sure2 . On2 the2 begging2 the2 scene2 of2 Andy's2 party2 is2 really2 breathtaking2 don't2 you2 think2 ? 	ha1 hai1 . bhik1 magne2 ke1 scene1 mai1 andy1 ki1 party1 bahot1 achi1 thi1 
Yeah2 , when2 he2 first2 got2 Buzz2 . 	ha1 aur1 jab1 uske1 pehle1 buzz1 mila1 
You2 still2 there2 ? 	kya1 tum1 vaha1 abhi1 tak1 ho1 ? 
For2 sure2 , and2 the2 other2 toys2 are2 very2 funny2 	haa1 sue2 , or2 dusare1 toy1 bhi1 bahut1 funny1 hai1 
Who2 is2 your2 favorite2 ? 	aap1 ka1 favorite1 kon1 hai1 ? 
Ohh2 difficult2 to2 say2 . But1 I2 suppose2 Mr2 Potato2 Head2 . 	ye1 bahut1 muskil1 se1 kahana1 hai1 ki1 mei1 Mr1 potato1 head2 ke1 support2 mei1 hui1 . 
And2 what2 about2 your2 ? 	aapka1 apne1 bare1 meikya1 khayal1 hai1 ? 
Bopeep1 I1 think2 	mene1 socha1 bopeep1 
And2 what2 about2 the2 scene2 on2 Pizza2 Planet2 . What2 a2 confusion2 , right2 ? 	pizza2 planet2 ke1 bare1 mei1 kya1 kahana1 hai1 . abhi1 kya1 confusion1 hai1 ? 
Yeah1 ! 	yeah1 ! 
but2 that's2 when2 the2 little2 aliens2 came2 in2 	jab1 little2 aliens1 aaye1 
For2 sure2 , and2 also2 all2 the2 run2 to2 be2 able2 to2 get2 there2 . Really1 nice2 . 	haa1 kyu1 nahi1 , yaha1 sabhi1 run1 mil1 sakte1 hai1 . bahut1 achcha1 
And2 what2 about2 Andy's2 neighbor2 Sid2 . What2 a2 terrifying2 children2 for2 the2 toys2 , right2 ? 	Andys2 ke2 neighbor2 Sid2 ke1 baase1 mei1 kya1 khayal1 hai1 . toy1 ke1 liye1 terrifying2 children2 right2 hsi1 kya1 ? 
Andy's2 RC2 car2 is2 really2 funny2 don't2 you2 think2 ? 	Andy's2 RC2 car2 bahut1 funny1 hai1 aap1 ka1 kya1 khayal1 hai1 ? 
I2 don't2 remember2 either2 . 	mujhe1 Yaad1 nahi1 hai1 . 
Woody2 flying2 back2 to2 Andy's2 car2 is2 really2 a2 nice2 one2 . 	Woody2 Andys2 ki2 car1 mei1 vapash1 aata1 hai1 jo1 ek1 achchi1 baat1 hai1 
Have2 you2 enjoyed2 the2 end2 of2 the2 history2 ? 	kya1 aap1 ne1 history1 ke1 end1 ko2 enjoy2 kiya1 ? 
What2 do2 you2 mean2 ? 	tumhara1 kya1 matlab1 hai1 ? 
How2 the2 things2 come2 to2 the2 end2 , meaning2 a2 happy2 end2 right2 ? 	things2 kab1 end1 hogi1 means1 happy2 or2 right2 ? 
Oh2 definitely2 ! 	ha2 definitely2 ! 
hello1 	hello1 
what2 is2 the2 name2 of2 the2 movie2 ? 	movie1 ka1 nam1 kya1 tha1 ? 
hello1 	hello1 
Did1 you2 watch2 ' The2 Post2 '? 	kya1 tumne1 ' The1 Post2 ' dekhi1 hai1 ? 
No1 , i2 didnt2 	nahi1 mene1 nahi1 kia1 
what2 genre2 is2 it2 ? 	konsa2 genre2 hai1 ye1 ? 
it2 is2 ' Historical2 , Political2 ' 	ye1 ' Historical2 , Political2 ' hai1 
directed2 by2 Steven2 Spielberg2 	Steven2 Spielberg2 ne2 isey1 direct1 kiya1 
oh1 . Does2 it2 have2 any2 actors2 that2 I2 might2 know2 of2 ? 	oh1 . Kya1 isme1 koi1 actor1 hai1 jiska1 mujhe1 pata1 ho1 ? 
Maryl2 Stree2 	Maryl2 Stree2 
Streep2 	Streep2 
Tom2 Hanks2 	Tom2 Hanks2 
is2 it2 a2 new2 movie2 ? 	kya1 ye1 nayi1 movie1 hai1 ? 
yes1 , 2017 	haan1 , 2017 
oh1 , I1 guess2 im2 a2 bit2 behind2 the2 times2 . has2 it2 been2 well2 received2 ? 	oh1 , mujhe1 lagta1 hai1 main1 thoda1 samay1 mein1 piche1 hun1 . kya1 ye1 well2 received2 hai1 ? 
I2 think2 it's2 worth2 watching2 	main1 sochta1 hun1 ye1 worth2 watching2 hai1 
do1 you1 want2 to2 know2 something2 about2 plot2 ? 	kya1 tum1 plot1 ke1 bare1 mei1 janana1 chahte1 ho1 ? 
what2 type2 of2 " post2 " is2 it2 named2 after2 ? whats2 the2 movie2 about2 ? 	baad1 mei1 post1 ka1 kya1 naam1 tha1 ? movie1 ke1 bare1 mei1 kya1 kahna1 hai1 ? 
yes1 please1 	haa1 please1 
The2 Post2 depicts2 the2 story2 of2 attempts2 by2 journalists2 at2 The2 Washington2 Post2 to2 publish2 the2 Pentagon2 Paers2 	Is1 post2 mei2 pentagon2 paerss2 ko1 prakashit1 karne1 ke1 liye1 journalists2 ki2 attempts2 ki2 story1 hai1 
Papers2 	papers2 
oh1 . is2 that2 related2 to2 the2 vietnam2 war2 ? 	ye1 kya1 vietnam2 war2 se2 related2 hai1 ? 
yes1 	haa1 
is2 the2 movie2 about2 a2 government2 cover2 up2 ? 	ye1 movie2 government2 cover2 up2 ke1 bare1 mai1 hai1 ? 
the2 government2 always2 has2 something2 to2 hide2 ;)2 	goverment2 hamesh1 kuch1 chupane1 ki1 koshish1 karti1 hai1 ;)2 
isnt2 that2 the2 truth2 ! 	ye1 kya1 sach1 hai1 ! 
it2 sounds2 like2 a2 movie2 id2 enjoy2 	Mujhe1 lagta1 he1 ki1 me1 ye1 movie2 enjoy2 karunga1 
I2 think2 that2 this2 film2 is2 worth2 watching2 	Mujhe1 lagta1 he1 ye1 movie1 dekhne1 layak1 he1 
is2 it2 a2 long2 show2 ? 	Kya1 yaha1 lamba1 show2 he2 ? 
do1 you1 know2 the2 length2 ? 	Kya1 tumhe1 length2 pata2 he1 ? 
I1 dont1 know1 the2 length2 	Mujhe1 length2 nai2 pata1 . 
but2 probably2 about2 1 . 30h2 as2 usual2 ... 	Lekin1 probably2 1 . 30h2 as2 usual2 .. 
do1 you1 know2 if2 it2 has2 won2 any2 awards2 ? 	Kya1 tumhe1 pata1 he1 agar1 koi1 award1 jita1 he1 ? 
I2 don't2 know1 	Mujhe1 nahi1 pata1 
well2 thanks2 for2 telling2 me1 about2 the2 post2 . :)2 	Thanks1 mujhe1 post1 ke1 bare1 me1 batane1 ke1 liye1 . 
Hello1 ! Do1 you2 like2 superhero2 movies2 ? 	Namaste1 ! aap1 ko1 superhero2 movies1 aaccha1 lagega1 kya1 ? 
yes1 . batman2 begins2 ! I2 think2 this2 a2 great2 batman2 film2 . have2 you2 seen2 it2 ? 	ha1 . batman2 start1 huwa1 ! mene1 socha1 hi1 ki1 ee1 batman2 film2 tho2 great2 hi1 . aap1 dekha1 hi1 kya1 ? 
Yes1 , I2 have2 . Christian2 Bale2 is1 my2 favorite2 Batman2 so2 far2 . 	ha1 . mere1 pas1 hi1 . Christian2 Bale2 tho1 mera1 favorite2 Batman2 hi1 abhi1 tak1 . 
Do1 you2 usually2 check2 the2 ratings2 of2 movies2 before2 you2 see2 them2 ? 	aap1 movies1 ka1 ratings1 dekega1 kya1 , dekhne1 ke1 pehle1 ? 
I2 usually2 do2 . but2 the2 rating2 dose2 not2 determine2 whether2 i2 will2 watch2 the2 movie2 or2 not2 	mene1 dekungi1 . lekin1 rating1 se1 kuch1 farak1 nahi1 padega1 , jho1 mene1 dekungi1 ya1 nahi1 . 
The2 film2 has2 several2 great2 big2 name2 actors2 , which2 is2 another2 reason2 I1 like2 this2 one2 and2 would2 watch2 it2 based2 on2 the2 actors2 alone2 	ee1 film2 tho1 bahut1 great2 bada2 actors2 tha2 , ee1 tho1 dusara1 reason1 hi1 mere1 kho1 aacha1 laga1 aur1 mene1 dekungi1 bina1 actors2 keliye1 . 
I2 agree2 , there2 are2 quite2 a2 few2 great2 actors2 in2 Batman2 Begins2 . I2 like2 Liam2 Neeson2 too2 , even2 though2 he2 is2 one2 of2 the2 villains2 . 	ha1 , bahut1 sara1 great2 actors2 hi1 Batman2 Begins2 me2 . mene1 like1 karungi1 Liam2 Neeson2 tho1 bi1 , vo1 tho1 eek1 villain2 be1 hi1 . 
seeing2 the2 potential2 for2 great2 actors2 together2 on2 a2 big2 screen2 defiantly2 gets2 my2 interest2 . along2 with2 super2 heros2 and2 villans2 . a2 good2 rating2 does2 help2 me2 feel2 like2 I2 will2 not2 waste2 my2 time2 watching2 something2 awful2 	utna2 potential2 hi2 actors2 me1 dekhke1 big1 screen2 mere1 kho1 bahut1 interest2 aaya1 tha1 . milke1 dono1 super2 heros2 aur2 villans1 bhi1 hi1 . isko1 aacha1 rating2 help2 karega1 , mene1 time2 waste1 mat1 karungi1 dusara1 awful2 movie2 dekhke1 . 
but2 the2 same2 time2 will2 not2 deter2 me2 from2 a2 film2 If1 i1 am1 just2 into2 the2 genre2 	lekin1 same1 time2 me1 mene1 nahi1 deter1 karungi1 ee1 film1 se1 if2 mene2 just2 genre2 dekhke1 . 
I2 personally2 prefer2 good2 ratings2 . Even2 if2 a2 movie2 has2 many2 good2 actors2 , if2 it's2 rated2 poorly2 , I2 usually2 won't2 watch2 it2 in2 theaters2 . 	Main2 personally2 acchi2 ratings2 prefer2 karta1 hun1 . Even1 agar1 kisi1 movie1 mein1 kayi1 acche1 actors2 hain1 lekin1 agar1 uski1 rating1 kharab1 hai1 to1 main1 usko1 usually2 theaters2 mein1 nahi1 dekhta1 . 
I'm2 not2 sure2 if2 I2 agree2 with2 the2 Metacritic2 Score2 of2 70/100, though2 . 	Waise1 mein1 sure1 nahi1 hun1 ki1 mein2 Metacritic2 ke2 70/100 score2 se2 agree1 karunga1 . 
The2 84% on2 Rotten2 Tomatoes2 seems2 more2 accurate2 . 	Rotten2 Tomatoes2 pe2 84% zyada1 accurate2 lagta1 hai1 . 
I2 will2 generally2 have2 enough2 patience2 to2 wait2 for2 a2 film2 to2 be2 released2 on2 DVD2 / Video2 if2 the2 rating2 turn2 me1 off2 . 	Generally2 mere1 paas1 enough2 patience2 hota1 hai1 to1 wait2 for2 a2 film2 to2 be2 released2 on2 DVD2 / Video2 agar1 mujhe1 rating1 pasand1 nahi1 aati1 . 
What2 did2 you2 think2 of2 the2 bat2 scene2 in2 the2 movie2 ? 	Movie1 ke1 bat2 scene2 ke1 baare1 mein1 kya1 khyal1 hai1 ? 
I2 felt2 that2 scene2 shows2 the2 story2 of2 this2 film2 well2 , and2 is2 thought2 out2 . 	Main1 sochta1 hun1 ki1 ye1 scene2 shows2 the2 story2 of2 this2 film2 well1 , kaafi1 socha1 samjha1 hai1 . 
I2 wonder2 if2 there2 was2 a2 better2 place2 for2 the2 bats2 besides2 a2 dry2 well2 , though2 . 	Waise1 I2 wonder1 ki1 bats2 ke1 liye1 dry2 well2 se1 behtar1 koi1 place1 ho1 sakti1 thi1 kya1 
batman2 as2 a2 child2 was2 good2 step2 by2 the2 filmm2 aker2 to2 show2 how2 his2 life2 started2 out2 	batman2 as2 a2 child2 accha1 step2 tha2 by2 the2 filmmaker2 ye1 dikhane1 ke1 liye1 ki1 uski1 life1 kaise1 start1 hui1 
Because2 this2 movie2 is2 called2 Batman2 Begins2 , I2 agree2 that2 it2 was2 appropriate2 to2 show2 Bruce's2 beginnings2 . 	Because2 movie2 ka1 naam1 Batman2 Begins2 hai1 so1 I2 agree2 ki1 Bruce2 ki1 shuruaati1 life1 dikhana2 appropriate2 hai2 . 
I2 think2 it's2 ironic2 that2 the2 mugger's2 name2 is2 Joe2 Chill2 , but2 he2 isn't2 chill2 if2 he2 murders2 people2 . 	Mere1 khyal1 se1 ye1 ironic2 hi1 hai1 ki1 mugger's2 name2 is2 Joe2 Chill2 , lekin1 wo1 chill1 nahi1 hai1 if2 he2 murders2 people2 . 
unlikely2 yes2 , I1 think2 they2 were2 going2 for2 a2 mysterious2 beginning2 to2 show2 how2 batman2 came2 to2 be2 . but2 still2 want2 to2 leave2 some2 mystery2 as2 he2 still2 develops2 a2 phobia2 to2 the2 bats2 	unlikely2 haan1 , mujhe1 lagta1 hai1 wo1 batman1 kaise1 bana1 k1 ek2 mysterious2 beginning2 dikhana1 chahte1 the1 , but1 phir1 bhi1 thodi1 mystery1 chhodna1 chahte1 the1 ke1 use1 bats2 ka2 phobia2 kaise1 hota1 hai1 . 
very2 ironic2 . mr1 chill2 is2 more2 of2 a2 bone2 chilling2 murderer2 . 	bahut1 ironic2 , mr1 chill2 to1 ek1 bone2 chilling2 murdered2 hai1 
He2 is2 also2 murdered2 too2 , so2 at2 least2 he2 gets2 what2 he2 deserves2 . 	Uska1 bhi1 murder1 hojata1 hai1 , to1 kam1 se1 kam1 wo1 jo1 deserve1 karta1 hai1 use1 mil1 jata1 hai1 
he2 got2 whats2 coming2 to2 him2 . but2 bruce2 dosent2 get2 to2 murder2 him2 so2 i2 think2 that2 leaves2 him2 wanting2 revenge2 	Jo1 uske1 liye1 hona1 tha1 usko1 mil1 jata1 hai1 . But1 brucse1 uska1 murder1 nahi1 karta1 to1 main1 sochta1 hu1 wo1 uski1 badla1 leni1 ki1 chahat1 rah1 jaati1 hai1 . 
I2 think2 it2 helps2 to2 establish2 that2 Bruce2 will2 not2 directly2 murder2 anyone2 . Even2 when2 he2 burns2 down2 the2 League2 of2 Shadows2 , he2 doesn't2 directly2 kill2 Ra's2 al2 Ghul1 . 	Mujhe1 lagta1 hai1 iss1 ye2 establish2 hone2 me2 help2 hoti1 hai1 k2 Bruce2 kabhi1 kisi1 ka1 directly2 murder2 nahi1 karte1 . Even1 jab1 wo2 league2 of2 Shadows2 ko1 jala1 deta1 hai1 , Ra's2 al2 Ghul1 ko2 directly2 nahi1 maarta1 hai1 . 
Injustice2 should2 be2 not2 be2 used2 as2 a2 reason2 to2 murder2 , in2 any2 case2 . 	Injustice2 kabhi1 bhi1 murder1 ka1 reason1 nahi1 hona1 chaiye1 
I2 feel2 hes2 lucky2 become2 part2 of2 the2 league2 of2 shadows2 , and2 to2 purge2 his2 fear2 of2 bats2 . this2 key2 part1 I2 think2 is2 pretty2 lucky2 break2 for2 him2 . as2 he2 is2 doing2 jail2 time2 in2 a2 foreign2 country2 . 	Mujhe1 lagta1 hai1 ke1 wo1 lucky1 tha1 k2 league2 of2 shadows2 ka2 part2 ban1 gaya1 aur1 apne1 bats2 k2 dar1 ko1 hata1 diya1 . 
It2 is2 strange2 that2 his2 family2 could2 afford2 a2 butler2 but2 he2 goes2 to2 prison2 for2 stealing2 ... 	Ye1 kaafi1 strange1 hai1 k1 uski1 family2 butler2 afford2 kar1 sakti1 hai1 but1 wo1 jail1 chor1 karne1 k1 liye1 jata1 hai1 
I2 really1 like2 Gary2 Oldman2 as2 Gordon2 . He2 plays2 a2 good2 cop2 really2 well2 . 	Mujhe1 Gary2 Oldman2 as2 Gordon2 accha1 laga1 . Wo1 ek1 good2 cop2 accha1 play1 karta1 hai1 
What2 did2 you2 think2 of2 the2 Scarecrow2 scenes2 ? 	Tum1 Scarecrow2 wale2 scenes2 k2 baare1 me1 kya1 sochte1 ho1 ? 
The2 scarecrow2 was2 particularly2 scary2 character2 . trying2 to2 poison2 the2 water2 supply2 	scarecrow2 kafi2 scary2 character2 tha2 , water2 supply2 ko2 poison1 karne1 ki1 try1 kar1 raha1 tha1 
and2 batman2 was2 poisoned2 with2 the2 fear-inducing2 drugs2 , I2 thought2 it2 was2 over2 for2 him2 . 	aur1 batman2 fear-inducing2 drugs2 se2 poisoned2 tha1 , mujhe1 laga1 uska1 sab1 over2 hai1 
It2 appeared2 to2 be2 over2 for2 many2 characters2 in2 this2 movie2 at2 different2 points2 , yeah2 . 	haan1 , puri1 movie2 mein1 kafi2 points2 par2 aisa1 laga1 ki1 kafi1 character1 ke1 liye1 it1 was2 over2 
I2 was2 surprised2 when2 the2 real2 Ra's2 al2 Ghul2 showed2 himself2 , too2 . The2 League2 of2 Shadows2 doesn't2 die2 easily2 . 	main1 bhi1 surprised2 tha2 jab1 asli1 Ra's2 al2 Ghul1 ne1 khud1 ko1 dikhaya1 . League2 of2 Shadows2 asaani2 se1 nahi1 marta1 
He2 seems2 to2 have2 otherworldy2 power2 after2 surviving2 his2 past2 experiences2 	lagta1 hai1 past2 experience2 survive2 karne1 ke1 baad1 usme1 otherworldy2 power2 they2 
Hey1 	aho1 
Hi1 	HELLO1 
How2 ’ s2 it2 going2 ? 	KAISA1 CHAL1 RAHA1 HAI1 ? 
Pretty2 good2 . Are1 you2 a2 Marvel2 fan2 ? 	ACHA1 . KYA1 AAP1 MARVEL1 KA1 FAN1 HO1 ? 
Good2 to2 hear2 . Sure2 , what2 about2 you2 ? 	SUN1 KE1 ACHA1 LAGA1 . AAP1 KA1 BHAT1 KYA1 HAI1 ? 
Yes1 , I2 am2 a2 huge2 Marvel2 fan2 . One2 of2 my2 favorites2 is2 the2 Avengers2 . Mark2 Ruffalo2 is2 great2 as2 The2 Hulk2 . 	HA1 MAIN1 BAHOOT1 BADA1 MARVEL1 FAN1 HUH1 . AVENGERS1 MERA1 FAVORITE1 AUR1 MARK1 RUFFALO1 BAHOOT1 BADIA1 THA1 HULK1 JAISAA1 . 
Sure2 , I2 liked2 the2 Avengers2 a2 lot2 . 	TEEK1 HAI1 , MERE1 KHO1 BHI1 AVENGERS1 PASANDH1 HAI1 
I2 also2 think2 Ruffalo2 is2 a2 great2 Hulk2 . 	MAIN1 BHI1 YE1 SOCH1 RAHA1 KI1 MARK1 RUFFALO1 BADIA1 HAI1 HULK1 KE1 LIYA1 . 
Is2 Avengers2 the2 movie2 we2 ’ re2 supposed2 to2 talk2 about2 ? 	kya1 Avengers2 aesi2 Movie1 he1 ki1 hame1 iske1 bare1 me1 talk1 karna1 chahiye1 ? 
Rotten2 Tomatoes2 gave2 it2 a2 92% rating2 and2 average2 of2 8/10. Yes1 , I1 believe2 so2 . 	Rottten2 Tomatoes2 ne2 ise1 92% rating2 di1 he1 aur1 8/10 ka1 average2 . ya2 , me1 aisa1 believe1 karta1 hu1 . 
Okay2 then2 . Right1 , I2 ’ ve2 always2 experiened2 that2 IMDB2 gives2 movies2 a2 lower2 average2 rating2 than2 rotten2 tomatoes2 . 	tab1 oke1 he1 . Right1 , me1 hamesha1 experience2 kiya1 he1 ki1 Rotten2 Tomatoes2 ke2 comparison2 me2 IMDB2 movies2 ko2 lower2 average2 rating2 deta1 he1 . 
